ArtistName,EditionNumber,NumberofWorldCatPublications,ArtistUniqueID ,ArtistNationality,ArtistGender,ArtistRace,ArtistEthnicity,TitleofWork,Year,WidthofActualWork(cm),HeightofWorkinJanson(cm),WidthofWorkinJanson(cm),LengthofText(cm),WidthofText(cm),AreaWorkinJanson(cm^2),AreaTextinJanson(cm^2),TotalSpace(cm^2),PageArea(cm^2),SpaceRatioPerPage,Book,,,,,,,,,,,WidthofActualWork(in),,HeightofWorkinJanson(in inches),WidthofWorkinJanson(in),LengthofText(in),WidthofText(in)
Gavin Hamilton,8,,84,Scottish,Male,White,Not Hispanic or Latinx,Andromache Bewailing the Death of Hector,2011,#VALUE!,9.525,14.605,15.24,8.89,139.112625,135.4836,274.596225,616.59,0.4453465431,janson,,,,,,,,,,,N/A,,3.75,5.75,6,3.5
George Bellows,3,,85,American,Male,White,Not Hispanic or Latinx,Stag at Sharkey's,1986,122.555,6.985,8.89,10.795,8.89,62.09665,95.96755,158.0642,599.96,0.2634578972,janson,,,,,,,,,,,48.25,,2.75,3.5,4.25,3.5
George Bellows,4,,85,American,Male,White,Not Hispanic or Latinx,Stag at Sharkey's,1991,122.555,6.6675,8.89,6.0325,8.89,59.274075,53.628925,112.903,592.8,0.1904571525,janson,,,,,,,,,,,48.25,,2.625,3.5,2.375,3.5
George Bellows,5,,85,American,Male,White,Not Hispanic or Latinx,Stag at Sharkey's,1995,122.555,6.6675,8.5725,6.0325,8.89,57.15714375,53.628925,110.7860688,618.45,0.1791350453,janson,,,,,,,,,,,48.25,,2.625,3.375,2.375,3.5
George Bellows,6,,85,American,Male,White,Not Hispanic or Latinx,Stag at Sharkey's,2001,122.555,6.6675,8.5725,5.715,8.89,57.15714375,50.80635,107.9634938,640.2,0.1686402589,janson,,,,,,,,,,,48.25,,2.625,3.375,2.25,3.5
George Bellows,7,,85,American,Male,White,Not Hispanic or Latinx,Stag at Sharkey's,2007,122.555,7.3025,9.525,8.255,8.89,69.5563125,73.38695,142.9432625,623.5,0.2292594427,janson,,,,,,,,,,,48.25,,2.875,3.75,3.25,3.5
George Caleb Bingham,1,,86,American,Male,White,Not Hispanic or Latinx,Fur Traders Descending the Missouri,1963,91.44,7.62,9.525,3.175,8.255,72.5805,26.209625,98.790125,631.47,0.1564446846,janson,,,,,,,,,,,36,,3,3.75,1.25,3.25
George Caleb Bingham,1.1,,86,American,Male,White,Not Hispanic or Latinx,Fur Traders Descending the Missouri,1969,91.44,7.62,9.525,3.175,8.255,72.5805,26.209625,98.790125,635.1,0.1555505039,janson,,,,,,,,,,,36,,3,3.75,1.25,3.25
George Caleb Bingham,2,,86,American,Male,White,Not Hispanic or Latinx,Fur Traders Descending the Missouri,1977,91.44,19.05,24.13,4.445,8.255,459.6765,36.693475,496.369975,611.1,0.8122565456,janson,,,,,,,,,,,36,,7.5,9.5,1.75,3.25
George Caleb Bingham,3,,86,American,Male,White,Not Hispanic or Latinx,Fur Traders Descending the Missouri,1986,91.44,19.05,24.13,6.985,8.89,459.6765,62.09665,521.77315,599.96,0.8696798953,janson,,,,,,,,,,,36,,7.5,9.5,2.75,3.5
George Caleb Bingham,4,,86,American,Male,White,Not Hispanic or Latinx,Fur Traders Descending the Missouri,1991,91.44,13.0175,16.51,8.255,8.89,214.918925,73.38695,288.305875,592.8,0.486345943,janson,,,,,,,,,,,36,,5.125,6.5,3.25,3.5
George Caleb Bingham,5,,86,American,Male,White,Not Hispanic or Latinx,Fur Traders Descending the Missouri,1995,92.71,13.0175,16.51,8.89,8.89,214.918925,79.0321,293.951025,618.45,0.4753028135,janson,,,,,,,,,,,36.5,,5.125,6.5,3.5,3.5
George Caleb Bingham,6,,86,American,Male,White,Not Hispanic or Latinx,Fur Traders Descending the Missouri,2001,92.71,13.0175,16.9545,7.62,8.89,220.7052038,67.7418,288.4470038,640.2,0.4505576441,janson,,,,,,,,,,,36.5,,5.125,6.675,3,3.5
George Grosz,1,,87,German,Male,White,Not Hispanic or Latinx,"Germany, a Winter's Tale",1963,#VALUE!,13.0175,8.255,4.445,8.255,107.4594625,36.693475,144.1529375,631.47,0.2282815296,janson,,,,,,,,,,,N/A,,5.125,3.25,1.75,3.25
George Grosz,1.1,,87,German,Male,White,Not Hispanic or Latinx,"Germany, a Winter's Tale",1969,#VALUE!,13.0175,8.255,4.445,8.255,107.4594625,36.693475,144.1529375,635.1,0.2269767556,janson,,,,,,,,,,,N/A,,5.125,3.25,1.75,3.25
George Grosz,2,,87,German,Male,White,Not Hispanic or Latinx,"Germany, a Winter's Tale",1977,#VALUE!,13.0175,8.255,3.175,8.255,107.4594625,26.209625,133.6690875,611.1,0.2187352111,janson,,,,,,,,,,,N/A,,5.125,3.25,1.25,3.25
George Grosz,3,,87,German,Male,White,Not Hispanic or Latinx,"Germany, a Winter's Tale",1986,#VALUE!,13.0175,8.255,3.81,8.89,107.4594625,33.8709,141.3303625,599.96,0.2355663086,janson,,,,,,,,,,,N/A,,5.125,3.25,1.5,3.5
George Grosz,4,,87,German,Male,White,Not Hispanic or Latinx,"Germany, a Winter's Tale",1991,#VALUE!,13.0175,8.255,5.715,8.89,107.4594625,50.80635,158.2658125,592.8,0.2669801156,janson,,,,,,,,,,,N/A,,5.125,3.25,2.25,3.5
George Grosz,5,,87,German,Male,White,Not Hispanic or Latinx,"Germany, a Winter's Tale",1995,#VALUE!,13.335,8.255,4.445,8.89,110.080425,39.51605,149.596475,618.45,0.2418893605,janson,,,,,,,,,,,N/A,,5.25,3.25,1.75,3.5
George Grosz,6,,87,German,Male,White,Not Hispanic or Latinx,"Germany, a Winter's Tale",2001,#VALUE!,13.335,8.255,6.985,8.89,110.080425,62.09665,172.177075,640.2,0.2689426351,janson,,,,,,,,,,,N/A,,5.25,3.25,2.75,3.5
George Grosz,7,,87,German,Male,White,Not Hispanic or Latinx,"Germany, A Winter's Tale",2007,#VALUE!,15.5575,9.8425,8.89,8.89,153.1246938,79.0321,232.1567938,623.5,0.3723444968,janson,,,,,,,,,,,N/A,,6.125,3.875,3.5,3.5
George Grosz,8,,87,German,Male,White,Not Hispanic or Latinx,"Germany, A Winter's Tale",2011,#VALUE!,14.9225,9.2075,8.89,8.89,137.3989188,79.0321,216.4310188,616.59,0.351012859,janson,,,,,,,,,,,N/A,,5.875,3.625,3.5,3.5
George Inness,5,,88,American,Male,White,Not Hispanic or Latinx,The Rainbow,1995,114.935,8.255,12.065,8.255,8.89,99.596575,73.38695,172.983525,618.45,0.2797049479,janson,,,,,,,,,,,45.25,,3.25,4.75,3.25,3.5
George Inness,6,,88,American,Male,White,Not Hispanic or Latinx,The Rainbow,2001,114.935,7.9375,12.065,8.5725,8.89,95.7659375,76.209525,171.9754625,640.2,0.268627714,janson,,,,,,,,,,,45.25,,3.125,4.75,3.375,3.5
George Inness,7,,88,American,Male,White,Not Hispanic or Latinx,The Trout Brook,2007,114.935,6.35,9.8425,7.62,8.89,62.499875,67.7418,130.241675,623.5,0.2088880112,janson,,,,,,,,,,,45.25,,2.5,3.875,3,3.5
George Stubbs,1,,89,British,Male,White,Not Hispanic or Latinx,Lion Attacking a Horse,1963,128.27,7.62,9.525,7.62,8.255,72.5805,62.9031,135.4836,631.47,0.2145527103,janson,,,,,,,,,,,50.5,,3,3.75,3,3.25
George Stubbs,1.1,,89,British,Male,White,Not Hispanic or Latinx,Lion Attacking a Horse,1969,128.27,7.62,9.525,7.62,8.255,72.5805,62.9031,135.4836,635.1,0.2133264053,janson,,,,,,,,,,,50.5,,3,3.75,3,3.25
George Stubbs,2,,89,British,Male,White,Not Hispanic or Latinx,Lion Attacking a Horse,1977,128.27,24.13,18.415,7.62,8.255,444.35395,62.9031,507.25705,611.1,0.8300720831,janson,,,,,,,,,,,50.5,,9.5,7.25,3,3.25
George Stubbs,3,,89,British,Male,White,Not Hispanic or Latinx,Lion Attacking a Horse,1986,128.27,18.415,24.13,6.985,8.89,444.35395,62.09665,506.4506,599.96,0.8441406094,janson,,,,,,,,,,,50.5,,7.25,9.5,2.75,3.5
George Stubbs,4,,89,British,Male,White,Not Hispanic or Latinx,Lion Attacking a Horse,1991,127.635,9.2075,11.43,12.065,8.89,105.241725,107.25785,212.499575,592.8,0.3584675692,janson,,,,,,,,,,,50.25,,3.625,4.5,4.75,3.5
George Stubbs,5,,89,British,Male,White,Not Hispanic or Latinx,Lion Attacking a Horse,1995,127.635,9.2075,11.43,11.43,8.89,105.241725,101.6127,206.854425,618.45,0.3344723502,janson,,,,,,,,,,,50.25,,3.625,4.5,4.5,3.5
George Stubbs,6,,89,British,Male,White,Not Hispanic or Latinx,Lion Attacking a Horse,2001,127.635,8.89,11.43,11.43,8.89,101.6127,101.6127,203.2254,640.2,0.3174404873,janson,,,,,,,,,,,50.25,,3.5,4.5,4.5,3.5
George Stubbs,7,,89,British,Male,White,Not Hispanic or Latinx,Lion Attacking a Horse,2007,125.73,10.4775,13.335,11.43,8.89,139.7174625,101.6127,241.3301625,623.5,0.3870571973,janson,,,,,,,,,,,49.5,,4.125,5.25,4.5,3.5
George Stubbs,8,,89,British,Male,White,Not Hispanic or Latinx,Lion Attacking a Horse,2011,125.73,12.7,15.875,18.415,8.89,201.6125,163.70935,365.32185,616.59,0.5924874714,janson,,,,,,,,,,,49.5,,5,6.25,7.25,3.5
Georges Braque,1,,90,French,Male,White,Not Hispanic or Latinx,"Newspaper, Bottle, Packet of Tobacco (Le Courrier)",1963,57.15,7.3025,8.255,12.7,8.255,60.2821375,104.8385,165.1206375,631.47,0.2614861157,janson,,,,,,,,,,,22.5,,2.875,3.25,5,3.25
Georges Braque,1.1,,90,French,Male,White,Not Hispanic or Latinx,"Newspaper, Bottle, Packet of Tobacco (Le Courrier)",1969,57.15,7.3025,8.255,12.7,8.255,60.2821375,104.8385,165.1206375,635.1,0.2599915564,janson,,,,,,,,,,,22.5,,2.875,3.25,5,3.25
Georges Braque,2,,90,French,Male,White,Not Hispanic or Latinx,"Newspaper, Bottle, Packet of Tobacco (Le Courrier)",1977,57.15,7.62,8.89,14.605,8.255,67.7418,120.564275,188.306075,611.1,0.3081428162,janson,,,,,,,,,,,22.5,,3,3.5,5.75,3.25
Georges Braque,3,,90,French,Male,White,Not Hispanic or Latinx,"Newspaper, Bottle, Packet of Tobacco (Le Courrier)",1986,57.15,7.62,8.89,16.51,8.89,67.7418,146.7739,214.5157,599.96,0.3575500033,janson,,,,,,,,,,,22.5,,3,3.5,6.5,3.5
Georges Braque,4,,90,French,Male,White,Not Hispanic or Latinx,"Newspaper, Bottle, Packet of Tobacco (Le Courrier)",1991,63.5,10.4775,11.43,13.97,8.89,119.757825,124.1933,243.951125,592.8,0.4115234902,janson,,,,,,,,,,,25,,4.125,4.5,5.5,3.5
Georges Braque,5,,90,French,Male,White,Not Hispanic or Latinx,"Newspaper, Bottle, Packet of Tobacco (Le Courrier)",1995,63.5,10.4775,11.7475,13.6525,8.89,123.0844313,121.370725,244.4551563,618.45,0.3952706868,janson,,,,,,,,,,,25,,4.125,4.625,5.375,3.5
Georges Braque,6,,90,French,Male,White,Not Hispanic or Latinx,"Newspaper, Bottle, Packet of Tobacco (Le Courrier)",2001,63.5,10.4775,11.43,13.97,8.89,119.757825,124.1933,243.951125,640.2,0.3810545533,janson,,,,,,,,,,,25,,4.125,4.5,5.5,3.5
Georges Braque,7,,90,French,Male,White,Not Hispanic or Latinx,The Portuguese,2007,81.5975,12.7,8.5725,13.335,8.89,108.87075,118.54815,227.4189,623.5,0.3647456295,janson,,,,,,,,,,,32.125,,5,3.375,5.25,3.5
Georges Braque,8,,90,French,Male,White,Not Hispanic or Latinx,The Portuguese,2011,81.5975,14.605,9.8425,22.225,8.89,143.7497125,197.58025,341.3299625,616.59,0.5535768704,janson,,,,,,,,,,,32.125,,5.75,3.875,8.75,3.5
Georges Rouault,1,,91,French,Male,White,Not Hispanic or Latinx,Head of Christ,1963,78.74,13.0175,8.255,6.985,8.255,107.4594625,57.661175,165.1206375,631.47,0.2614861157,janson,,,,,,,,,,,31,,5.125,3.25,2.75,3.25
Georges Rouault,1,,91,French,Male,White,Not Hispanic or Latinx,The Old King,1963,53.975,26.035,18.0975,3.81,8.255,471.1684125,31.45155,502.6199625,631.47,0.7959522424,janson,,,,,,,,,,,21.25,,10.25,7.125,1.5,3.25
Georges Rouault,1.1,,91,French,Male,White,Not Hispanic or Latinx,Head of Christ,1969,78.74,13.0175,8.255,6.985,8.255,107.4594625,57.661175,165.1206375,635.1,0.2599915564,janson,,,,,,,,,,,31,,5.125,3.25,2.75,3.25
Georges Rouault,1.1,,91,French,Male,White,Not Hispanic or Latinx,The Old King,1969,53.975,26.035,18.0975,3.81,8.255,471.1684125,31.45155,502.6199625,635.1,0.7914028696,janson,,,,,,,,,,,21.25,,10.25,7.125,1.5,3.25
Georges Rouault,2,,91,French,Male,White,Not Hispanic or Latinx,Head of Christ,1977,78.74,13.335,8.255,6.35,8.255,110.080425,52.41925,162.499675,611.1,0.2659133939,janson,,,,,,,,,,,31,,5.25,3.25,2.5,3.25
Georges Rouault,2,,91,French,Male,White,Not Hispanic or Latinx,The Old King,1977,53.975,25.7175,18.0975,3.81,8.255,465.4224563,31.45155,496.8740063,611.1,0.813081339,janson,,,,,,,,,,,21.25,,10.125,7.125,1.5,3.25
Georges Rouault,3,,91,French,Male,White,Not Hispanic or Latinx,Head of Christ,1986,78.74,9.8425,6.35,6.35,8.89,62.499875,56.4515,118.951375,599.96,0.1982655094,janson,,,,,,,,,,,31,,3.875,2.5,2.5,3.5
Georges Rouault,3,,91,French,Male,White,Not Hispanic or Latinx,The Old King,1986,53.975,26.035,17.78,3.81,8.89,462.9023,33.8709,496.7732,599.96,0.828010534,janson,,,,,,,,,,,21.25,,10.25,7,1.5,3.5
Georges Rouault,4,,91,French,Male,White,Not Hispanic or Latinx,Head of Christ,1991,64.135,8.5725,5.3975,6.35,8.89,46.27006875,56.4515,102.7215688,592.8,0.1732819986,janson,,,,,,,,,,,25.25,,3.375,2.125,2.5,3.5
Georges Rouault,4,,91,French,Male,White,Not Hispanic or Latinx,The Old King,1991,53.975,10.795,7.3025,3.175,8.89,78.8304875,28.22575,107.0562375,592.8,0.1805941928,janson,,,,,,,,,,,21.25,,4.25,2.875,1.25,3.5
Georges Rouault,5,,91,French,Male,White,Not Hispanic or Latinx,Head of Christ,1995,64.135,8.5725,5.3975,4.445,8.89,46.27006875,39.51605,85.78611875,618.45,0.1387114864,janson,,,,,,,,,,,25.25,,3.375,2.125,1.75,3.5
Georges Rouault,5,,91,French,Male,White,Not Hispanic or Latinx,The Old King,1995,53.975,9.2075,6.35,6.35,8.89,58.467625,56.4515,114.919125,618.45,0.1858179724,janson,,,,,,,,,,,21.25,,3.625,2.5,2.5,3.5
Georges Rouault,6,,91,French,Male,White,Not Hispanic or Latinx,Head of Christ,2001,64.135,8.5725,5.3975,4.445,8.89,46.27006875,39.51605,85.78611875,640.2,0.1339989359,janson,,,,,,,,,,,25.25,,3.375,2.125,1.75,3.5
Georges Rouault,6,,91,French,Male,White,Not Hispanic or Latinx,The Old King,2001,53.975,9.2075,6.35,6.35,8.89,58.467625,56.4515,114.919125,640.2,0.1795050375,janson,,,,,,,,,,,21.25,,3.625,2.5,2.5,3.5
Georges Seurat,1,,92,French,Male,White,Not Hispanic or Latinx,Bathers,1963,300.0375,8.255,13.335,10.16,8.255,110.080425,83.8708,193.951225,631.47,0.3071424217,janson,,,,,,,,,,,118.125,,3.25,5.25,4,3.25
Georges Seurat,1,,92,French,Male,White,Not Hispanic or Latinx,Side Show (La Parade),1963,150.495,15.24,22.86,11.43,8.255,348.3864,94.35465,442.74105,631.47,0.701127607,janson,,,,,,,,,,,59.25,,6,9,4.5,3.25
Georges Seurat,1.1,,92,French,Male,White,Not Hispanic or Latinx,Bathers,1969,300.0375,8.255,13.335,10.16,8.255,110.080425,83.8708,193.951225,635.1,0.3053869076,janson,,,,,,,,,,,118.125,,3.25,5.25,4,3.25
Georges Seurat,1.1,,92,French,Male,White,Not Hispanic or Latinx,Side Show (La Parade),1969,150.495,15.24,22.86,11.43,8.255,348.3864,94.35465,442.74105,635.1,0.6971202173,janson,,,,,,,,,,,59.25,,6,9,4.5,3.25
Georges Seurat,2,,92,French,Male,White,Not Hispanic or Latinx,Bathers,1977,300.0375,8.5725,13.335,11.43,8.255,114.3142875,94.35465,208.6689375,611.1,0.3414644698,janson,,,,,,,,,,,118.125,,3.375,5.25,4.5,3.25
Georges Seurat,2,,92,French,Male,White,Not Hispanic or Latinx,Side Show (La Parade),1977,150.495,15.24,22.86,11.43,8.255,348.3864,94.35465,442.74105,611.1,0.7244985272,janson,,,,,,,,,,,59.25,,6,9,4.5,3.25
Georges Seurat,3,,92,French,Male,White,Not Hispanic or Latinx,Bathers,1986,300.99,10.795,16.51,10.795,8.89,178.22545,95.96755,274.193,599.96,0.4570188013,janson,,,,,,,,,,,118.5,,4.25,6.5,4.25,3.5
Georges Seurat,3,,92,French,Male,White,Not Hispanic or Latinx,Side Show (La Parade),1986,150.495,15.24,22.86,10.795,8.89,348.3864,95.96755,444.35395,599.96,0.7406392926,janson,,,,,,,,,,,59.25,,6,9,4.25,3.5
Georges Seurat,4,,92,French,Male,White,Not Hispanic or Latinx,Side Show (La Parade),1991,149.86,8.5725,13.0175,13.97,8.89,111.5925188,124.1933,235.7858188,592.8,0.3977493569,janson,,,,,,,,,,,59,,3.375,5.125,5.5,3.5
Georges Seurat,4,,92,French,Male,White,Not Hispanic or Latinx,The Bathers,1991,300.99,12.065,18.0975,11.43,8.89,218.3463375,101.6127,319.9590375,592.8,0.5397419661,janson,,,,,,,,,,,118.5,,4.75,7.125,4.5,3.5
Georges Seurat,5,,92,French,Male,White,Not Hispanic or Latinx,A Sunday Afternoon on the Island of La Grande Jatte,1995,307.975,12.7,18.0975,29.845,8.89,229.83825,265.32205,495.1603,618.45,0.8006472633,janson,,,,,,,,,,,121.25,,5,7.125,11.75,3.5
Georges Seurat,5,,92,French,Male,White,Not Hispanic or Latinx,Chahut,1995,139.065,10.795,8.5725,5.715,8.89,92.5401375,50.80635,143.3464875,618.45,0.2317834708,janson,,,,,,,,,,,54.75,,4.25,3.375,2.25,3.5
Georges Seurat,5,,92,French,Male,White,Not Hispanic or Latinx,The Couple,1995,22.86,12.065,8.89,7.62,8.89,107.25785,67.7418,174.99965,618.45,0.2829649123,janson,,,,,,,,,,,9,,4.75,3.5,3,3.5
Georges Seurat,6,,92,French,Male,White,Not Hispanic or Latinx,A Sunday Afternoon on the Island of La Grande Jatte,2001,307.975,12.065,18.0975,20.32,8.89,218.3463375,180.6448,398.9911375,640.2,0.6232288933,janson,,,,,,,,,,,121.25,,4.75,7.125,8,3.5
Georges Seurat,6,,92,French,Male,White,Not Hispanic or Latinx,Chahut,2001,139.065,10.795,8.89,6.35,8.89,95.96755,56.4515,152.41905,640.2,0.2380803655,janson,,,,,,,,,,,54.75,,4.25,3.5,2.5,3.5
Georges Seurat,6,,92,French,Male,White,Not Hispanic or Latinx,The Couple,2001,22.86,11.7475,8.5725,6.985,8.89,100.7054438,62.09665,162.8020938,640.2,0.2542988031,janson,,,,,,,,,,,9,,4.625,3.375,2.75,3.5
Georges Seurat,7,,92,French,Male,White,Not Hispanic or Latinx,A Sunday Afternoon on the Island of La Grande Jatte,2007,307.975,9.8425,14.605,16.51,8.89,143.7497125,146.7739,290.5236125,623.5,0.4659560746,janson,,,,,,,,,,,121.25,,3.875,5.75,6.5,3.5
Georges Seurat,7,,92,French,Male,White,Not Hispanic or Latinx,Le Chahut,2007,139.065,12.3825,10.16,25.4,8.89,125.8062,225.806,351.6122,623.5,0.5639329591,janson,,,,,,,,,,,54.75,,4.875,4,10,3.5
Georges Seurat,8,,92,French,Male,White,Not Hispanic or Latinx,A Sunday Afternoon on the Island of La Grande Jatte,2011,257.175,9.525,14.605,16.51,8.89,139.112625,146.7739,285.886525,616.59,0.4636574142,janson,,,,,,,,,,,101.25,,3.75,5.75,6.5,3.5
Georges Seurat,8,,92,French,Male,White,Not Hispanic or Latinx,Le Chahut,2011,139.065,12.3825,10.16,26.035,8.89,125.8062,231.45115,357.25735,616.59,0.5794082778,janson,,,,,,,,,,,54.75,,4.875,4,10.25,3.5
Georgia O'Keeffe,3,,93,American,Female,White,Not Hispanic or Latinx,Dark Abstraction,1986,53.0225,10.795,8.89,5.08,8.89,95.96755,45.1612,141.12875,599.96,0.2352302654,janson,,,,,,,,,,,20.875,,4.25,3.5,2,3.5
Georgia O'Keeffe,4,,93,American,Female,White,Not Hispanic or Latinx,Black Iris III,1991,75.8825,10.795,8.5725,6.35,8.89,92.5401375,56.4515,148.9916375,592.8,0.2513354209,janson,,,,,,,,,,,29.875,,4.25,3.375,2.5,3.5
Georgia O'Keeffe,5,,93,American,Female,White,Not Hispanic or Latinx,Black Iris III,1995,75.8825,10.795,8.5725,7.62,8.89,92.5401375,67.7418,160.2819375,618.45,0.259167172,janson,,,,,,,,,,,29.875,,4.25,3.375,3,3.5
Georgia O'Keeffe,6,,93,American,Female,White,Not Hispanic or Latinx,Black Iris III,2001,75.8825,10.795,8.5725,8.5725,8.89,92.5401375,76.209525,168.7496625,640.2,0.2635889761,janson,,,,,,,,,,,29.875,,4.25,3.375,3.375,3.5
Georgia O'Keeffe,7,,93,American,Female,White,Not Hispanic or Latinx,Black Iris III,2007,75.8825,11.7475,9.525,15.24,8.89,111.8949375,135.4836,247.3785375,623.5,0.3967578789,janson,,,,,,,,,,,29.875,,4.625,3.75,6,3.5
Georgia O'Keeffe,8,,93,American,Female,White,Not Hispanic or Latinx,Black Iris III,2011,75.8825,12.3825,10.16,14.2875,8.89,125.8062,127.015875,252.822075,616.59,0.4100327203,janson,,,,,,,,,,,29.875,,4.875,4,5.625,3.5
Gertrude Käsebier,3,,94,American,Female,White,Not Hispanic or Latinx,The Magic Crystal,1986,#VALUE!,10.795,8.89,5.715,8.89,95.96755,50.80635,146.7739,599.96,0.244639476,janson,,,,,,,,,,,N/A,,4.25,3.5,2.25,3.5
Gertrude Käsebier,4,,94,American,Female,White,Not Hispanic or Latinx,The Magic Crystal,1991,#VALUE!,10.795,8.89,5.715,8.89,95.96755,50.80635,146.7739,592.8,0.2475942982,janson,,,,,,,,,,,N/A,,4.25,3.5,2.25,3.5
Gertrude Käsebier,5,,94,American,Female,White,Not Hispanic or Latinx,The Magic Crystal,1995,#VALUE!,10.795,8.89,6.35,8.89,95.96755,56.4515,152.41905,618.45,0.2464533107,janson,,,,,,,,,,,N/A,,4.25,3.5,2.5,3.5
Gertrude Käsebier,6,,94,American,Female,White,Not Hispanic or Latinx,The Magic Crystal,2001,#VALUE!,10.795,8.89,10.16,8.89,95.96755,90.3224,186.28995,640.2,0.2909871134,janson,,,,,,,,,,,N/A,,4.25,3.5,4,3.5
Gertrude Käsebier,7,,94,American,Female,White,Not Hispanic or Latinx,Blessed Art Thou Among Women,2007,12.87145,13.6525,8.255,13.97,8.89,112.7013875,124.1933,236.8946875,623.5,0.3799433641,janson,,,,,,,,,,,5.0675,,5.375,3.25,5.5,3.5
Gertrude Käsebier,8,,94,American,Female,White,Not Hispanic or Latinx,Blessed Art Thou Among Women,2011,13.17625,16.1925,9.8425,13.97,8.89,159.3746813,124.1933,283.5679813,616.59,0.459897146,janson,,,,,,,,,,,5.1875,,6.375,3.875,5.5,3.5
Giorgio de Chirico,1,,95,Italian,Male,White,Not Hispanic or Latinx,Mystery and Melancholy of a Street,1963,69.215,10.16,8.255,6.985,8.255,83.8708,57.661175,141.531975,631.47,0.2241309563,janson,,,,,,,,,,,27.25,,4,3.25,2.75,3.25
Giorgio de Chirico,1.1,,95,Italian,Male,White,Not Hispanic or Latinx,Mystery and Melancholy of a Street,1969,69.215,10.16,8.255,6.985,8.255,83.8708,57.661175,141.531975,635.1,0.2228499055,janson,,,,,,,,,,,27.25,,4,3.25,2.75,3.25
Giorgio de Chirico,2,,95,Italian,Male,White,Not Hispanic or Latinx,Mystery and Melancholy of a Street,1977,69.215,21.59,17.4625,6.985,8.255,377.015375,57.661175,434.67655,611.1,0.7113018328,janson,,,,,,,,,,,27.25,,8.5,6.875,2.75,3.25
Giorgio de Chirico,3,,95,Italian,Male,White,Not Hispanic or Latinx,Mystery and Melancholy of a Street,1986,69.215,21.59,17.4625,6.35,8.89,377.015375,56.4515,433.466875,599.96,0.7224929579,janson,,,,,,,,,,,27.25,,8.5,6.875,2.5,3.5
Giorgio de Chirico,4,,95,Italian,Male,White,Not Hispanic or Latinx,Mystery and Melancholy of a Street,1991,72.39,10.795,8.89,6.35,8.89,95.96755,56.4515,152.41905,592.8,0.2571171559,janson,,,,,,,,,,,28.5,,4.25,3.5,2.5,3.5
Giorgio de Chirico,5,,95,Italian,Male,White,Not Hispanic or Latinx,Mystery and Melancholy of a Street,1995,72.39,11.1125,8.5725,9.525,8.89,95.26190625,84.67725,179.9391563,618.45,0.2909518251,janson,,,,,,,,,,,28.5,,4.375,3.375,3.75,3.5
Giorgio de Chirico,6,,95,Italian,Male,White,Not Hispanic or Latinx,Mystery and Melancholy of a Street,2001,72.39,11.1125,8.5725,9.525,8.89,95.26190625,84.67725,179.9391563,640.2,0.2810670982,janson,,,,,,,,,,,28.5,,4.375,3.375,3.75,3.5
Giorgio de Chirico,7,,95,Italian,Male,White,Not Hispanic or Latinx,Mystery and Melancholy of a Street,2007,72.39,12.065,9.8425,7.62,8.89,118.7497625,67.7418,186.4915625,623.5,0.2991043504,janson,,,,,,,,,,,28.5,,4.75,3.875,3,3.5
Giorgio de Chirico,8,,95,Italian,Male,White,Not Hispanic or Latinx,Mystery and Melancholy of a Street,2011,72.39,14.2875,11.43,8.89,8.89,163.306125,79.0321,242.338225,616.59,0.3930297686,janson,,,,,,,,,,,28.5,,5.625,4.5,3.5,3.5
Giovanni Battista Piranesi,7,,96,Italian,Male,White,Not Hispanic or Latinx,Tomb of the Metalli,2007,46.6725,13.97,14.9225,10.16,8.89,208.467325,90.3224,298.789725,623.5,0.4792136728,janson,,,,,,,,,,,18.375,,5.5,5.875,4,3.5
Giovanni Battista Piranesi,8,,96,Italian,Male,White,Not Hispanic or Latinx,Tomb of the Metalli,2011,46.6725,14.605,15.5575,23.495,8.89,227.2172875,208.87055,436.0878375,616.59,0.7072573955,janson,,,,,,,,,,,18.375,,5.75,6.125,9.25,3.5
Grandville,2,,97,French,Male,White,Not Hispanic or Latinx,"A View of the Paris Salon of this year and all past and future years, from Un autre monde",1977,13.0175,8.255,7.62,6.985,8.255,62.9031,57.661175,120.564275,611.1,0.1972905826,janson,,,,,,,,,,,5.125,,3.25,3,2.75,3.25
